City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
403,santo antonio,-6.3106,-35.4789,25.18,78,100,4.23,BR,1702168630
404,kushva,58.2906,59.7592,-25.54,100,95,1.37,RU,1702168341
405,tofol,5.3248,163.0078,28.88,79,100,7.72,FM,1702168630
406,pokhara,28.2333,83.9833,12.59,45,46,1.83,NP,1702168630
407,hermosillo,29.0667,-110.9667,25.51,22,0,4.02,MX,1702168359
408,bel ombre,-4.6167,55.4167,26.91,83,40,4.63,SC,1702168630
409,arkhangel'sk,64.5401,40.5433,-19.93,76,20,4.0,RU,1702168630
410,yoichi,43.2039,140.7703,-0.36,63,100,9.55,JP,1702168631
411,miquelon,47.0975,-56.3814,3.0,79,6,7.67,PM,1702168631
412,dauphin,51.1494,-100.0502,-4.92,80,75,6.17,CA,1702168631
413,ta'izz,13.5,44.0,14.41,77,53,3.64,YE,1702168386
414,ola,59.5833,151.2833,-3.25,82,100,7.42,RU,1702168631
415,noumea,-22.2763,166.4572,30.99,99,100,9.64,NC,1702168356
416,karabuk,41.2049,32.6277,7.69,95,100,2.28,TR,1702168631
417,heilbad heiligenstadt,51.3833,10.1333,6.75,92,100,1.79,DE,1702168631
418,prince george,53.9166,-122.753,-0.31,93,100,10.29,CA,1702168421
419,vorkuta,67.5,64.0,-24.02,100,100,2.14,RU,1702168631
420,puerto palomas,31.7667,-107.6167,7.22,15,1,6.27,MX,1702168632
421,port de pollenca,39.9075,3.0814,16.02,80,100,7.12,ES,1702168632
422,kargasok,59.0556,80.8572,-24.56,96,99,3.64,RU,1702168632
423,barda,40.3744,47.1267,8.77,81,100,3.15,AZ,1702168632
424,bellinzago novarese,45.5688,8.6432,5.76,90,100,2.06,IT,1702168632
425,romanovka,51.7443,42.7527,-8.23,86,100,6.85,RU,1702168632
426,axim,4.8699,-2.2405,26.48,85,5,1.95,GH,1702168632
427,qorveh,35.1664,47.8045,3.56,71,50,2.81,IR,1702168632
428,sai kung,22.3822,114.2728,25.95,84,98,0.45,CN,1702168632
429,goronyo,13.4423,5.6763,22.32,15,100,3.3,NG,1702168632
430,inari,68.906,27.0288,-16.89,93,90,3.55,FI,1702168633
431,salalah,17.0151,54.0924,23.05,53,0,1.54,OM,1702168633
432,kankara,11.9302,7.4127,17.89,16,72,3.11,NG,1702168633
433,paka,4.6374,103.4368,24.96,94,20,0.0,MY,1702168633
434,la ronge,55.1001,-105.2842,-11.86,85,0,1.03,CA,1702168633
435,sola,-13.8833,167.55,26.49,77,99,8.63,VU,1702168633
436,bukama,-9.2,25.85,20.02,95,99,0.76,CD,1702168633
437,punta del este,-34.9667,-54.95,18.06,82,0,5.66,UY,1702168633
438,nadi,-17.8,177.4167,31.0,55,40,6.17,FJ,1702168633
439,hadibu,12.65,54.0333,24.46,76,69,5.29,YE,1702168633
440,camalu,30.85,-116.0667,18.14,40,12,0.92,MX,1702168634
441,gaspe,48.8334,-64.4819,0.95,86,20,0.0,CA,1702168634
442,amqui,48.4638,-67.4313,-4.41,86,100,2.14,CA,1702168387
443,kingsville,27.5159,-97.8561,26.98,77,100,3.09,US,1702168378
444,anamosa,42.1083,-91.2852,0.23,80,49,7.94,US,1702168634
445,onoda,34.0014,131.1836,15.16,82,40,0.51,JP,1702168634
446,morondava,-20.2833,44.2833,26.32,72,3,1.58,MG,1702168634
447,nha trang,12.25,109.1833,25.0,81,42,2.25,VN,1702168634
448,katabu,-4.9333,122.5167,29.96,67,80,1.91,ID,1702168634
449,tuban,-6.8976,112.0649,28.63,70,96,4.77,ID,1702168634
450,mount pearl,47.5166,-52.7813,1.64,87,75,12.35,CA,1702168634
451,tabou,4.423,-7.3528,26.58,84,5,2.63,CI,1702168635
452,belmonte,-15.8631,-38.8828,24.95,88,21,3.08,BR,1702168635
453,cabedelo,-6.9811,-34.8339,27.37,73,97,6.12,BR,1702168635
454,kailua-kona,19.6406,-155.9956,27.98,73,20,5.14,US,1702168635
455,hoeryong,42.4428,129.7508,-6.08,24,7,4.1,KP,1702168635
456,weno,7.4515,151.8468,27.38,85,100,9.55,FM,1702168635
457,ghat,24.9647,10.1728,10.31,50,0,4.43,LY,1702168635
458,rapla,59.0072,24.7928,-8.16,94,100,3.26,EE,1702168635
459,ostrogozhsk,50.8664,39.0756,-5.18,94,100,5.66,RU,1702168635
460,cheremukhovo,60.3484,59.9851,-24.46,91,100,1.34,RU,1702168635
461,gorom-gorom,14.4439,-0.2361,23.19,13,23,3.57,BF,1702168636
462,san patricio,28.017,-97.5169,23.97,69,100,7.0,US,1702168636
463,guerrero negro,27.9769,-114.0611,21.32,42,0,1.84,MX,1702168376
464,nuuk,64.1835,-51.7216,-0.66,80,75,2.06,GL,1702168633
465,jiuquan,39.7432,98.5174,-3.82,36,100,1.29,CN,1702168636
466,solikamsk,59.6196,56.7729,-33.93,100,13,0.41,RU,1702168636
467,foumban,5.7291,10.9001,18.41,56,25,1.31,CM,1702168636
468,nabire,-3.3667,135.4833,29.63,72,100,1.1,ID,1702168636
469,krasnokamsk,58.0802,55.7541,-28.91,100,32,0.39,RU,1702168636
470,kostanay,53.1667,63.5833,-25.84,84,100,3.0,KZ,1702168636
471,mandalgovi,45.7625,106.2708,-15.1,48,100,3.92,MN,1702168636
472,mirny,62.5353,113.9611,-27.88,96,100,3.64,RU,1702168637
473,rada tilly,-45.9333,-67.5333,14.27,67,0,4.12,AR,1702168637
474,fortuna,40.5982,-124.1573,11.66,77,0,0.0,US,1702168637
475,koulikoro,14.0,-7.75,20.33,17,100,3.84,ML,1702168637
476,chowchilla,37.123,-120.2602,16.01,39,0,0.0,US,1702168637
477,tocopilla,-22.092,-70.1979,20.04,72,99,2.78,CL,1702168637
478,vorgashor,67.5833,63.95,-23.71,100,100,2.19,RU,1702168637
479,tindouf,27.6711,-8.1474,17.25,34,0,2.06,DZ,1702168637
480,pangody,65.85,74.4859,-39.5,100,49,1.64,RU,1702168611
481,chonglong,29.7806,104.8522,15.05,70,100,0.95,CN,1702168638
482,mata-utu,-13.2816,-176.1745,28.42,69,90,2.12,WF,1702168638
483,palmer,42.1584,-72.3287,9.23,82,75,1.54,US,1702168638
484,al bawiti,28.3492,28.8659,12.99,53,6,2.45,EG,1702168638
485,christchurch,-43.5333,172.6333,13.3,65,100,4.12,NZ,1702168388
486,tibati,6.4667,12.6333,21.55,30,27,0.56,CM,1702168638
487,chaah,2.249,103.048,25.86,89,100,1.36,MY,1702168638
488,alaghsas,17.0187,8.0168,19.23,18,0,2.78,NE,1702168638
489,el calafate,-50.3408,-72.2768,11.74,71,100,5.09,AR,1702168638
490,vadso,70.0744,29.7487,-11.91,85,75,11.32,NO,1702168638
491,malanville,11.8685,3.3899,21.46,13,82,2.48,BJ,1702168639
492,jiaojiang,28.6803,121.4428,15.0,72,95,0.57,CN,1702168639
493,labytnangi,66.6572,66.4183,-27.26,99,77,0.88,RU,1702168344
494,manay,7.215,126.5397,28.9,69,75,3.51,PH,1702168639
495,zaruma,-3.6833,-79.6167,17.0,88,99,1.05,EC,1702168639
496,sinan,34.8262,126.1086,13.06,95,40,3.78,KR,1702168639
497,nikolayevsk-on-amure,53.1406,140.73,-20.26,93,100,8.75,RU,1702168639
498,motygino,58.1831,94.7592,-35.68,100,71,0.89,RU,1702168639
499,sohag,26.557,31.6948,12.16,40,100,1.91,EG,1702168639
500,prado,-17.3411,-39.2208,24.24,93,55,2.13,BR,1702168639
501,altai,46.3722,96.2583,-15.25,75,100,1.65,MN,1702168639
502,caleta de carquin,-11.0925,-77.6267,19.9,85,100,3.75,PE,1702168640
503,salym,60.0625,71.4789,-34.24,97,17,2.1,RU,1702168640
504,darnah,32.767,22.6367,16.16,64,100,3.35,LY,1702168640
505,palamos,41.8484,3.1291,9.6,60,96,0.91,ES,1702168640
506,puerto ayacucho,5.6639,-67.6236,24.84,90,100,1.52,VE,1702168640
507,yanda bayo,11.5071,10.7459,19.0,16,100,3.58,NG,1702168640
508,bamboo flat,11.7,92.7167,25.05,100,20,1.03,IN,1702168640
509,zavety il'icha,49.0294,140.2494,-18.24,74,0,7.44,RU,1702168640
510,yulinshi,38.2906,109.7494,2.5,59,100,3.86,CN,1702168640
511,tokmok,42.8417,75.3016,-8.18,77,100,2.04,KG,1702168641
512,remire-montjoly,4.9167,-52.2667,25.02,94,0,1.03,GF,1702168641
513,hirara,24.8,125.2833,24.15,78,40,3.6,JP,1702168641
514,calama,-22.4667,-68.9333,21.27,14,0,8.75,CL,1702168641
515,sayat,38.7839,63.8803,-2.07,48,99,3.77,TM,1702168641
516,hami,42.8,93.45,-1.8,56,100,2.31,CN,1702168641
517,kilinochchi,9.3961,80.3982,25.26,89,33,3.1,LK,1702168641
518,tromso,69.6496,18.957,-3.99,58,100,6.69,NO,1702168641
519,pala,9.3642,14.9046,21.17,21,100,2.57,TD,1702168641
520,puerto baquerizo moreno,-0.9,-89.6,23.8,90,3,4.92,EC,1702168641
521,colombo,6.9319,79.8478,23.97,90,79,2.37,LK,1702168641
522,tafuna,-14.3358,-170.72,29.97,89,75,3.6,AS,1702168642
523,tadine,-21.55,167.8833,25.44,57,91,8.54,NC,1702168642
524,kidal,18.4411,1.4078,20.73,18,74,5.9,ML,1702168642
525,calingasta,-31.3308,-69.4078,20.79,50,2,3.31,AR,1702168642
526,nishinoomote,30.7333,131.0,20.31,63,20,3.09,JP,1702168642
527,gdov,58.7406,27.8122,-7.66,94,100,5.12,RU,1702168642
528,ezine,39.7856,26.3408,6.6,93,9,2.11,TR,1702168642
529,bani suwayf,29.0744,31.0979,13.68,52,2,1.62,EG,1702168511
530,melo,-32.3667,-54.1833,14.51,93,5,3.59,UY,1702168642
531,ringkobing,56.0901,8.244,3.34,97,100,9.9,DK,1702168642
532,nuku'alofa,-21.1333,-175.2,25.19,88,75,4.12,TO,1702168643
533,manokwari,-0.8667,134.0833,28.39,74,93,4.29,ID,1702168643
534,moshi,-3.35,37.3333,20.65,82,32,1.31,TZ,1702168643
535,lensk,60.7253,114.9278,-29.04,93,100,4.92,RU,1702168398
536,visby,57.6409,18.296,1.12,86,100,3.6,SE,1702168643
537,tateyama,34.9833,139.8667,15.94,48,0,2.11,JP,1702168643
538,atambua,-9.1061,124.8925,29.26,63,46,0.76,ID,1702168643
539,vershino-darasunskiy,52.35,115.5167,-30.39,94,9,1.4,RU,1702168344
540,znamenskoye,57.1281,73.8282,-28.16,100,100,1.14,RU,1702168643
541,jutai,-5.1833,-68.9,23.6,95,83,0.58,BR,1702168643
542,dowagiac,41.9842,-86.1086,7.0,72,7,5.32,US,1702168444
543,kanata,45.3159,-75.8985,1.39,95,100,3.58,CA,1702168044
544,yunfu,22.9306,112.0373,23.41,84,94,1.92,CN,1702168644
545,nogliki,51.8333,143.1667,-14.25,88,100,6.71,RU,1702168644
546,pocito,-31.6833,-68.5833,25.16,44,2,4.47,AR,1702168644
547,tinajo,29.0788,-13.7081,17.49,82,20,3.6,ES,1702168644
548,rudbar,30.15,62.6,11.3,37,0,0.76,AF,1702168644
549,bischofshofen,47.4167,13.2167,6.5,98,100,2.4,AT,1702168644
550,san marcos,33.1434,-117.1661,21.0,19,0,2.57,US,1702168644
551,lupane,-18.9315,27.807,22.38,58,66,2.89,ZW,1702168644
552,passagem franca,-6.1797,-43.7836,26.13,62,96,1.22,BR,1702168644
553,el quebrachal,-25.2833,-64.0667,23.4,83,99,2.74,AR,1702168645
554,cannonvale,-20.2833,148.7,28.66,67,49,10.14,AU,1702168645
555,ghadamis,30.1337,9.5007,10.84,79,57,5.54,LY,1702168645
556,polyarnyy,69.1989,33.4478,-13.36,92,83,7.49,RU,1702168645
557,ulladulla,-35.35,150.4667,22.65,93,100,3.19,AU,1702168562
558,ghorawal,24.7667,82.7833,14.36,49,0,1.86,IN,1702168645
559,neryungri,56.6709,124.6491,-30.99,92,100,4.49,RU,1702168645
560,ugoofaaru,5.6667,73.0,28.47,78,98,2.96,MV,1702168645
561,bardai,11.65,7.2333,17.76,16,65,3.11,NG,1702168645
562,downham market,52.6029,0.379,10.44,70,100,13.38,GB,1702168645
563,ust'-ordynskiy,52.805,104.7508,-37.04,100,23,1.52,RU,1702168645
564,springbok,-29.6643,17.8865,11.06,65,0,1.8,ZA,1702168646
565,orapa,-21.2833,25.3667,21.82,69,100,6.16,BW,1702168646
566,bor,56.3567,44.0669,-20.0,90,99,5.05,RU,1702168646
567,baley,51.6,116.6333,-32.34,98,12,1.33,RU,1702168646
568,hashtrud,37.4779,47.0508,5.34,70,67,4.4,IR,1702168646
569,toliara,-23.35,43.6667,24.37,75,0,2.05,MG,1702168646
570,pembroke,45.8168,-77.1162,1.21,92,100,3.65,CA,1702168418
571,los alamos,35.8881,-106.307,-2.12,55,0,3.09,US,1702168646
572,gordonvale,-17.0936,145.7842,34.41,59,19,3.51,AU,1702168646
573,kyaikto,17.3,97.0167,25.31,83,0,1.64,MM,1702168646
574,lata,40.1629,-8.3327,17.12,96,100,1.37,PT,1702168646
575,lospalos,-8.5186,127.0025,29.31,60,73,2.4,TL,1702168647
576,juiz de fora,-21.7642,-43.3503,17.47,96,100,1.51,BR,1702168647
577,mersing,2.4312,103.8405,23.95,100,40,2.06,MY,1702168647
578,narvik,68.4384,17.4272,-4.0,72,100,3.93,NO,1702168647
